"Name of Satellite, Alternate Names",Country/Org of UN Registry,Country of Contractor,Country of Operator/Owner,Purpose,Detailed Purpose,Class of Orbit,Launch Mass (kg.), Dry Mass (kg.) ,Date of Launch
Lemur-2 Xiaoqing (Lemur 2F15),USA,USA,USA,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,10,,17/10/2016
Lemur-2 XueniTerence (Lemur 2F35),USA,USA,USA,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,10,,23/06/2017
Lemur-2 Yndrd (Lemur 2FM103),USA,USA,USA,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,10,,5/07/2019
Lemur-2 YongLin (Lemur 2F50),USA,USA,USA,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,10,,9/12/2017
Lemur-2 Yuasa (Lemur 2F79),USA,USA,USA,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,10,,16/07/2018
Lemur-2 Zachary (Lemur 2F46),USA,USA,USA,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,10,,14/07/2017
Lemur-2 Zo (Lemur 2F91),USA,USA,USA,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,10,,27/12/2018
Lemur-2 Zupanski (Lemur 2F82),NR,USA,USA,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,10,,10/11/2018
LEO CP9 (Launch Environment Observer),USA,USA,USA,Technology Development,"Meteorology, Automatic Identification System (AIS)",Elliptical,6,,25/06/2019
LEO Vantage 1,NR,UK,Canada,Communications,"Meteorology, Automatic Identification System (AIS)",LEO,100,,11/01/2018
"LilacSat-2 (CAS-3H, Zidingxiang-2)",NR,China,China,Technology Development,,LEO,11,,19/09/2015
LINCS-1 (Laser Interconnect and Networking Communications System),NR (9/21),USA,USA,Communications,Optical Imaging,LEO,16,,30/06/2021
LINCS-2 (Laser Interconnect and Networking Communications System),NR (9/21),USA,USA,Communications,Optical Imaging,LEO,16,,30/06/2021
Ling Qiao,China,China,China,Technology Development,,LEO,100,,4/09/2014
Lingque 1A,NR,China,China,Earth Observation,,LEO,3,,21/01/2019
Lize 1,NR (1/22),China,China,Earth Observation,Optical Imaging,LEO,10,,6/12/2021
LKW-1 (Land Exploration Satellite 1),NR,China,China,Earth Observation,Optical Imaging,LEO,,,4/12/2017
LKW-2 (Land Exploration Satellite 2),NR,China,China,Earth Observation,Optical Imaging,LEO,,,22/12/2017
LKW-3 (Land Exploration Satellite 3),NR,China,China,Earth Observation,Optical Imaging,LEO,,,13/01/2018
LKW-4 (Land Exploration Satellite 4),NR,China,China,Earth Observation,Optical Imaging,LEO,,,17/03/2018
LLITED-A (Low-Latitude Ionosphere/Thermosphere Enhancements in Density),USA,USA,USA,Earth Science,,LEO,2, 2 ,15/04/2023
LLITED-B (Low-Latitude Ionosphere/Thermosphere Enhancements in Density),USA,USA,USA,Earth Science,,LEO,2, 2 ,15/04/2023
"Long Xia Yan (Lobster Eye, NJU-HKU No.1 ) ",China,China,China,Space Science,X-ray Astronomy,LEO,50,,25/07/2020
Lotos-S1 (Cosmos 2455),Russia,Russia,Russia,Earth Observation,Electronic Intelligence,LEO,"5,000",,20/11/2009
Lotos-S1 803 (Cosmos 2524),Russia,Russia,Russia,Earth Observation,Electronic Intelligence,LEO,"5,000",,3/12/2017
Lotos-S1 804 (Cosmos 2528),Russia,Russia,Russia,Earth Observation,Electronic Intelligence,LEO,"5,000",,24/10/2018
Lotos-S1 805 (Cosmos 2549),Russia,Russia,Russia,Earth Observation,Electronic Intelligence,LEO,"5,000",,2/02/2021
Lotos-S1 806 (Cosmos 2554) ,Russia,Russia,Russia,Earth Observation,Electronic Intelligence,LEO,"5,000",,7/04/2022
Lotos-S2 (Cosmos 2502),Russia,Russia,Russia,Earth Observation,Electronic Intelligence,LEO,"5,000",,23/12/2014
"LQSat (Lingqiao Satellite, Jilian 1A)",NR,China,China,Earth Observation,Technology Development,LEO,55,,7/10/2015
"LUCAS (Laser Utilizing Communication System, JDRS-1)",Japan,Japan,Japan,Communications,,GEO,,,29/11/2020
Luch 5A,Russia,Russia/France,Russia,Communications,,GEO,950,,11/12/2011
Luch 5B,Russia,Russia,Russia,Communications,,GEO,"1,282", 950 ,2/11/2012
Luch 5kh-3 (Olymp-K 13),Russia,Russia,Russia,Communications,,GEO,"1,930"," 1,800 ",12/03/2023
Luch 5V,Russia,Russia,Russia,Communications,,GEO,"1,148", 950 ,28/04/2014
Luch/Olympus,Russia,Russia,Russia,Communications,,GEO,,,27/09/2014
Lucky-7,Czech Republic,Czech Republic,Czech Republic,Technology Development,,LEO,1,,5/07/2019
Ludi Tance 1-01A (L-SAR 01A),NR (4/22),China,China,Earth Observation,Synthetic Aperture Radar (SAR),LEO,"3,200",,25/01/2022
Ludi Tance 1-01B (L-SAR 01B),NR (4/22),China,China,Earth Observation,Synthetic Aperture Radar (SAR),LEO,"3,200",,26/02/2022
Lume-1,Spain,Spain,Spain,Communications,,LEO,2,,27/12/2018
Luojia 1,China,China,China,Earth Observation,Optical Imaging,LEO,5,,3/06/2018
Luojia 3-01,NR (9/23),China,China,Earth Observation,Optical Imaging,LEO,245, 245 ,15/01/2023
Lynk-3,USA,USA,USA,Communications,,LEO,80, 80 ,3/01/2023
Lynk-4,USA,USA,USA,Communications,,LEO,80, 80 ,3/01/2023
Lynk-4 (Lynk the World),NR,USA,USA,Communications,,LEO,8,,13/05/2020
Lynk-5 (Lynk Tower 1),NR (4/22),USA,USA,Communications,,LEO,80,,1/04/2022
Lynk-6 (Shannon),NR (9/21),USA,USA,Communications,,LEO,30,,30/06/2021
M-Cubed/E1P-U2 (Michigan Multipurpose Minisat; Explorer 1 Prime - Unit 2 - HRBE [William A. Hiscock Radiation Belt Explorer]),USA,USA,USA,Technology Development,,LEO,2,,28/10/2011
M3MSat (Maritime Monitoring and Messaging Microsatellite),Canada,Canada,Canada,Earth Observation,Automatic Identification System (AIS),LEO,85,,22/06/2016
Mandrake 2A,NR (9/21),USA,USA,Technology Development,,LEO,23,,30/06/2021
Mandrake 2B,NR (9/21),USA,USA,Technology Development,,LEO,23,,30/06/2021
Maroc Tubsat ,NR,Morocco/Germany,Morocco/Germany,Technology Development,,LEO,47,,10/12/2001
Max Valier,NR,Italy/Germany,Italy,Space Science/Technology Development,,LEO,16,,23/06/2017
MDASat-1A (Maritime Domain Awareness Satellite),NR (4/22),South Africa,South Africa,Earth Observation,Automatic Identification System (AIS),LEO,1,,13/01/2022
MDASat-1B (Maritime Domain Awareness Satellite),NR (4/22),South Africa,South Africa,Earth Observation,Automatic Identification System (AIS),LEO,1,,13/01/2022
MDASat-1C (Maritime Domain Awareness Satellite),NR (4/22),South Africa,South Africa,Earth Observation,Automatic Identification System (AIS),LEO,1,,13/01/2022
Measat 3A (Malaysia East Asia Sat 3A),Malaysia,USA,Malaysia,Communications,,GEO,"2,417",,21/06/2009
Measat 3B (Malaysia East Asia Sat 3B),Malaysia,Germany/France,Malaysia,Communications,,GEO,"5,800",,11/09/2014
Measat 3D (Malaysia East Asia Sat 3D),USA,France,Malaysia,Communications,,GEO,"5,648",,22/06/2022
Megha-Tropiques,India,India,India/France,Earth Observation,Earth Science,LEO,"1,000",,12/10/2011
Menut,NR,Spain,Spain,Earth Observation,Optical/Infrared Imaging,LEO,10, 10 ,3/01/2023
Merah Putih (Telkom 4),NR,USA,Indonesia,Communications,,GEO,"5,800",,7/08/2018
"Mercury 1 (Advanced Vortex 1,  105)",USA,USA,USA,Earth Observation,Electronic Intelligence,GEO,"8,000"," 4,000 ",27/08/1994
"Mercury 2 (Advanced Vortex 2,  118)",USA,USA,USA,Earth Observation,Electronic Intelligence,GEO,"8,000"," 4,000 ",24/04/1996
"Mercury 3 (NROL 67,  250)",USA,USA,USA,Earth Observation,Electronic Intelligence,GEO,"3,900",,10/04/2014
Meridian-10 (Meridian 20L),NR (4/22),Russia,Russia,Communications,,Elliptical,"2,000",,22/03/2022
Meridian-3,Russia,Russia,Russia,Communications,,Elliptical,"2,500",,2/11/2010
Meridian-4,Russia,Russia,Russia,Communications,,Elliptical,"2,500",,4/05/2011
Meridian-6 (Meridian 16L),Russia,Russia,Russia,Communications,,Elliptical,"2,500",,14/11/2012
Meridian-7 (Meridian 17L),Russia,Russia,Russia,Communications,,Elliptical,"2,500",,30/10/2014
Meridian-8 (Meridian 18L),Russia,Russia,Russia,Communications,,Elliptical,"2,500",,30/07/2019
Meridian-9 (Meridian 19L),Russia,Russia,Russia,Communications,,Elliptical,"2,500",,20/02/2020
Meshbed,USA,USA,USA,Technology Development,,LEO,5,,27/11/2019
Meteor-M 2.2,Russia,Russia,Russia,Earth Observation,Meteorology,LEO,"2,900",,5/07/2019
Meteor-M N-2,Russia,Russia,Russia,Earth Observation,Meteorology,LEO,"2,778",,8/07/2014
"Meteosat 10 (MSGalaxy-3,MSG 3)",EUMETSAT,France,Multinational,Earth Observation,Earth Science/Meterology,GEO,"2,000",,5/07/2012
Meteosat 11 (MSG 4),EUMETSAT,France/Italy,Multinational,Earth Observation,Earth Science/Meterology,GEO,"2,000"," 1,200 ",15/07/2015
"Meteosat 8 (MSGalaxy-1, MSG-1)",EUMETSAT/ESA,France,Multinational,Earth Observation,Earth Science/Meterology,GEO,"2,000"," 1,000 ",21/08/2002
"Meteosat 9 (MSGalaxy-2, MSG 2)",EUMETSAT,France/Italy,Multinational,Earth Observation,Earth Science/Meterology,GEO,"2,000"," 1,000 ",21/12/2005
MetOp-B (Meteorological Operational satellite),EUMETSAT,France/UK/Germany/Spain,Multinational,Earth Observation,Earth Science/Meterology,LEO,"4,085",,17/09/2012
MetOp-C (Meteorological Operational satellite),EUMETSAT,France/UK/Germany/Spain,Multinational,Earth Observation,Earth Science/Meterology,LEO,"4,084",,6/11/2018
MEV-1 (Mission Extension Vehicle-1) ,USA,USA,USA,Mission Extension Technology,,GEO,"2,875",,9/10/2019
MEV-2 (Mission Extension Vehicle-2),USA,USA,USA,Mission Extension Technology,,GEO,"2,875",,15/08/2020
Mexsat-3 (Mexsat Bicentenario),Mexico,USA,Mexico,Communications,,GEO,"2,900",,19/12/2012
Mexsat-3 (Morelos-3),Mexico,USA,Mexico,Communications,,GEO,"5,325",,2/10/2015
MeznSat,United Arab Emirates,United Arab Emirates,United Arab Emirates,Earth Observation,Earth Science,LEO,5,,28/09/2020
MicroDragon,NR,Vietnam,Vietnam,Earth Observation,,LEO,51,,18/01/2019
MicroMAS-2A (Micro-sized Microwave Atmospheric Satellite),USA,USA,USA,Earth Observation,Earth Science,LEO,4,,11/01/2018
Mikhailo Lomonosov (MVL-300),Russia,Russia,Russia,Space Science,,LEO,645,,27/04/2016
"Milstar DFS-1 (USA 99, Milstar 1-F1) (Military Strategic and Tactical Relay)",USA,USA,USA,Communications,,GEO,"4,536",,7/02/1994
"Milstar DFS-4 (USA 157, Milstar 2-F2) (Military Strategic and Tactical Relay)",USA,USA,USA,Communications,,GEO,"4,536",,27/02/2001
"Milstar DFS-5 (USA 164, Milstar 2-F3) (Military Strategic and Tactical Relay)",USA,USA,USA,Communications,,GEO,"4,536",,16/01/2002
Milstar DFS-6 (USA 169) (Military Strategic and Tactical Relay),USA,USA,USA,Communications,,GEO,"4,536",,8/04/2003
MKA-1,NR (12/22),Russia,Russia,Surveillance,,LEO,500,,21/10/2022
MKA-1,NR (12/22),Russia,Russia,Surveillance,,LEO,500,,21/10/2022
MMS-1 (Magnetospheric Multiscale Mission),USA,USA,USA,Space Science,,Elliptical,"1,360",,13/03/2015
MMS-2 (Magnetospheric Multiscale Mission),USA,USA,USA,Space Science,,Elliptical,"1,360",,13/03/2015
MMS-3 (Magnetospheric Multiscale Mission),USA,USA,USA,Space Science,,Elliptical,"1,360",,13/03/2015
MMS-4 (Magnetospheric Multiscale Mission),USA,USA,USA,Space Science,,Elliptical,"1,360",,13/03/2015
Mohammed VI-A ,NR,France/UK/Germany/Spain/Italy,Morocco,Earth Observation,Optical Imaging,LEO,"1,110",,8/11/2017
Mohammed VI-B ,NR,France/UK/Germany/Spain/Italy,Morocco,Earth Observation,Optical Imaging,LEO,"1,110",,21/11/2018
Monolith,NR (9/21),USA,USA,Technology Development,,LEO,20,,29/07/2021
MOST (Microvariability & Oscillations of STars),Canada,Canada,Canada,Space Science,,LEO,53, 53 ,30/06/2003
MOVE II (Munich Orbital Verification Experiment II),Germany,Germany,Germany,Technology Development,,LEO,2,,3/12/2018
Mozhayets 4 (RS-22),Russia,Russia,Russia,Technology Development,,LEO,64,,27/09/2003
MP6,Lithuania,Lithuania,Lithuania,Technology Development,,LEO,7,,1/04/2019
"MSAT 2 (AMSC-1, ACTel-1)",USA,USA,USA/Canada,Communications,,GEO,"2,850"," 1,330 ",7/04/1995
MUOS-1 (Mobile User Objective System 1),USA,USA,USA,Communications,,GEO,"6,804",,24/02/2012
MUOS-2 (Mobile User Objective System 2),USA,USA,USA,Communications,,GEO,"6,804",,19/07/2013
MUOS-3 (Mobile User Objective System 3),USA,USA,USA,Communications,,GEO,"6,804"," 3,812 ",21/01/2015
MUOS-4 (Mobile User Objective System 4),USA,USA,USA,Communications,,GEO,"6,804",,2/09/2015
MUOS-5 (Mobile User Objective System 5),USA,USA,USA,Communications,,GEO,"6,804",,24/06/2016
MyRadar-1,USA,USA,USA,Technology Development,,LEO,1,,2/05/2022
NanoACE,USA,USA,USA,Technology Development,,LEO,6,,14/07/2017
Nanosat-1,Spain,Spain,Spain,Communications,,LEO,20, 15 ,18/12/2004
Nanosat-1B,NR,Spain,Spain,Communications/Technology Development,,LEO,20, 15 ,29/07/2009
NANOSATC-BR2,NR,Brazil,Brazil,Earth Observation,Earth Science,LEO,3,,22/03/2021
Nantong Zhongxue Hao,NR (9/23),China,China,Technology Development,,LEO,10, 10 ,9/01/2023
NAPA-1 (Royal Thai Air Force Sat-1),NR (12/20),Netherlands,Thailand,Earth Observation,Optical Imaging,LEO,10,,2/09/2020
NAPA-2 (Royal Thai Air Force Sat-2),NR (9/21),Netherlands,Thailand,Earth Observation,Optical Imaging,LEO,10,,30/06/2021
NARSSCUBE-2 (National Authority for Remote Sensing and Space Sciences),NR (12/20),Egypt,Egypt,Technology Development,,LEO,1,,25/07/2019
"Navstar GPS IIF-1 (Navstar SVN 6USA 2, PRN USA 25, USA 213)",USA,USA,USA,Navigation/Global Positioning,,MEO,"1,630",,28/05/2010
"Navstar GPS IIF-10 (Navstar SVN 72, PRN 8, USA 262)",USA,USA,USA,Navigation/Global Positioning,,MEO,"1,630",,15/07/2015
"Navstar GPS IIF-11 (Navstar SVN 73, PRN 10, USA 265)",USA,USA,USA,Navigation/Global Positioning,,MEO,"1,630",,31/10/2015
"Navstar GPS IIF-1USA 2 (Navstar SVN 70, PRN 32, USA 266)",USA,USA,USA,Navigation/Global Positioning,,MEO,"1,630",,5/02/2016
"Navstar GPS IIF-3 (Navstar SVN 65, PRN USA 24, USA 239)",USA,USA,USA,Navigation/Global Positioning,,MEO,"1,630",,4/10/2012
"Navstar GPS IIF-4 (Navstar SVN 23, PRN USA 27, USA 24",USA,USA,USA,Navigation/Global Positioning,,MEO,"1,630",,15/05/2013
"Navstar GPS IIF-5 (Navstar SVN 64, PRN 30, USA 248)",USA,USA,USA,Navigation/Global Positioning,,MEO,"1,630",,21/02/2014
"Navstar GPS IIF-6 (Navstar SVN 67, PRN 06, USA 251)",USA,USA,USA,Navigation/Global Positioning,,MEO,"1,630",,17/05/2014
"Navstar GPS IIF-7 (Navstar SVN 68, PRN 09, USA 256)",USA,USA,USA,Navigation/Global Positioning,,MEO,"1,630",,2/08/2014
"Navstar GPS IIF-8 (Navstar SVN 69, PRN 03, USA 258)",USA,USA,USA,Navigation/Global Positioning,,MEO,"1,630",,29/10/2014
"Navstar GPS IIF-9 (Navstar SVN 71, PRN 26, USA 260)",USA,USA,USA,Navigation/Global Positioning,,MEO,"1,630",,25/03/2015
"Navstar GPS IIF-USA 2 (Navstar SVN 63, PRN 01, USA 23)",USA,USA,USA,Navigation/Global Positioning,,MEO,"1,630",,16/07/2011
"Navstar GPS III-1 (Navstar SVN 74, PRN 04, USA 289)",USA,USA,USA,Navigation/Global Positioning,,MEO,"2,300",,23/12/2018
"Navstar GPS III-2 (Navstar SVN 75, PRN 18, USA 293)",USA,USA,USA,Navigation/Global Positioning,,MEO,"2,300",,22/08/2019
"Navstar GPS III-3 (Navstar SVN 76, USA 304)",USA,USA,USA,Navigation/Global Positioning,,MEO,"2,300",,30/06/2020
"Navstar GPS III-4 (Navstar SVN 77, PRN 14, USA 309)",USA,USA,USA,Navigation/Global Positioning,,MEO,"2,300",,5/11/2020
"Navstar GPS III-5 (Navstar SVN 78, PRN 11, USA 319)",USA,USA,USA,Navigation/Global Positioning,,MEO,"2,300",,17/06/2021
"Navstar GPS III-6 (Navstar SVN 79, PRN 28, USA 343)",USA,USA,USA,Navigation/Global Positioning,,MEO,"4,352"," 2,160 ",18/01/2023
"Navstar GPS IIR-2 (Navstar SVN 43, PRN 13, USA 132)",USA,USA,USA,Navigation/Global Positioning,,MEO,"2,217", 980 ,23/07/1997
"Navstar GPS IIR-3 (Navstar SVN 46, PRN 1, USA 145)",USA,USA,USA,Navigation/Global Positioning,,MEO,"2,217", 980 ,7/10/1999
"Navstar GPS IIR-4 (Navstar SVN 51, PRN 20, USA 150)",USA,USA,USA,Navigation/Global Positioning,,MEO,"2,217", 980 ,11/05/2000
"Navstar GPS IIR-5 (Navstar SVN 44, PRN 28, USA 151)",USA,USA,USA,Navigation/Global Positioning,,MEO,"2,217", 980 ,16/07/2000
"Navstar GPS IIR-6 (Navstar SVN 41, PRN 22, USA 154)",USA,USA,USA,Navigation/Global Positioning,,MEO,"2,217", 980 ,10/11/2000
"Navstar GPS IIR-7 (Navstar SVN 54, PRN 18, USA 156)",USA,USA,USA,Navigation/Global Positioning,,MEO,"2,217", 980 ,30/01/2001
"Navstar GPS IIR-8 (Navstar SVN 56, PRN 16, USA 166)",USA,USA,USA,Navigation/Global Positioning,,MEO,"2,217", 980 ,29/01/2003
"Navstar GPS IIR-9 (Navstar SVN 45, PRN 21, USA 168)",USA,USA,USA,Navigation/Global Positioning,,MEO,"2,217", 980 ,31/03/2003
"Navstar GPS IIR-M-2 (Navstar SVN 52, PRN 31, USA 190)",USA,USA,USA,Navigation/Global Positioning,,MEO,"2,060",,25/09/2006
"Navstar GPS IIR-M-3 (Navstar SVN 58, PRN 12, USA 192)",USA,USA,USA,Navigation/Global Positioning,,MEO,"2,060",,17/11/2006
"Navstar GPS IIR-M-4 (Navstar SVN 55, PRN 15, USA 196)",USA,USA,USA,Navigation/Global Positioning,,MEO,"2,217", 980 ,17/10/2007
"Navstar GPS IIR-M-5 (Navstar SVN 57, PRN 29, USA 199)",USA,USA,USA,Navigation/Global Positioning,,MEO,"2,060",,20/12/2007
"Navstar GPS IIR-M-6 (Navstar SVN 48, PRN 07, USA 201)",USA,USA,USA,Navigation/Global Positioning,,MEO,"2,217", 980 ,15/03/2008
"Navstar GPS IIR-M-8 (Navstar SVN 50, PRN 05, USA 206)",USA,USA,USA,Navigation/Global Positioning,,MEO,"2,059", 980 ,17/08/2009
"Navstar GPS IIR-M-USA 1 (Navstar SVN 53, PRN 17, USA 183)",USA,USA,USA,Navigation/Global Positioning,,MEO,"2,217", 980 ,26/09/2005
"Navstar GPS IIR-USA 13 (Navstar SVN 6USA 1, PRN 02, USA 180)",USA,USA,USA,Navigation/Global Positioning,,MEO,"2,217", 980 ,6/11/2004
"Navstar GPS IIR-USA 1USA 1 (Navstar SVN 59, PRN 19, USA 177)",USA,USA,USA,Navigation/Global Positioning,,MEO,"2,217", 980 ,20/03/2004
Naxing 2,NR,China,China,Technology Development,,LEO,20,,19/09/2015
Neitron No. 1 (Cosmos 2553),NR (4/22),Russia,Russia,Earth Observation,Radar Imaging,MEO,"2,000",,5/02/2022
NEMO-HD,NR (12/20),Canada,Slovenia,Earth Observation,Optical/Video Imaging,LEO,65,,2/09/2020
NEO-1 ,NR (12/20),China,China,Technology Development,,LEO,40,,27/04/2021
NEOSSat (Near Earth Object Surveillance Satellite),NR,Canada,Canada,Space Observation,,LEO,74,,25/02/2013
Neptuno (NEPT-1),NR (9/21),Spain,Spain,Earth Observation,,LEO,4,,30/06/2021
NeR,USA,Singapore,Sinapore,Earth Observation,,LEO,155,,30/06/2022
Netsat-1,NR (12/20),Germany,Germany,Technology Demonstration,,LEO,4,,28/09/2020
Netsat-2,NR (12/20),Germany,Germany,Technology Demonstration,,LEO,4,,28/09/2020
Netsat-3,NR (12/20),Germany,Germany,Technology Demonstration,,LEO,4,,28/09/2020
Netsat-4,NR (12/20),Germany,Germany,Technology Demonstration,,LEO,4,,28/09/2020
NextSat-1,NR (12/20),South Korea,South Korea,Space Science,,LEO,100,,3/12/2018
Nexus (Fuji-Oscar-99),NR (12/20),Japan,Japan,Communications,Amateur Radio,LEO,4,,18/01/2019
NigComSat-1R,China,China,Nigeria,Communications,,GEO,"5,150",,17/12/2011
NigeriaSat-2,Nigeria,UK,Nigeria,Earth Observation,Optical Imaging,LEO,300,,17/08/2011
Nigeriasat-X,Nigeria,UK,Nigeria,Earth Observation/Technology Development,Optical Imaging,LEO,100,,17/08/2011
Nilesat 201,NR,France,Egypt,Communications,,GEO,"3,200"," 1,700 ",4/08/2010
Nilesat 301,USA,France,Egypt,Communications,,GEO,"3,500",,8/06/2022
Nimiq 4,Canada,France,Canada,Communications,,GEO,"4,850",,19/09/2008
Nimiq 5,Canada,USA,Canada,Communications,,GEO,"4,745",,17/09/2009
Nimiq 6,Canada,USA,Canada,Communications,,GEO,"4,745",,18/05/2012
Ningxia-1 01,China,China,China,Earth Observation,,LEO,100,,13/11/2019
Ningxia-1 02,China,China,China,Earth Observation,,LEO,100,,13/11/2019
Ningxia-1 03,China,China,China,Earth Observation,,LEO,100,,13/11/2019
Ningxia-1 04,China,China,China,Earth Observation,,LEO,100,,13/11/2019
Ningxia-1 05,China,China,China,Earth Observation,,LEO,100,,13/11/2019
Ningxia-2 01,NR (9/21),China,China,Earth Observation,Radio Spectrum Monitoring,LEO,100,,9/07/2021
Ningxia-2 02,NR (9/21),China,China,Earth Observation,Radio Spectrum Monitoring,LEO,100,,9/07/2021
Ningxia-2 03,NR (9/21),China,China,Earth Observation,Radio Spectrum Monitoring,LEO,100,,9/07/2021
Ningxia-2 04,NR (9/21),China,China,Earth Observation,Radio Spectrum Monitoring,LEO,100,,9/07/2021
Ningxia-2 05,NR (9/21),China,China,Earth Observation,Radio Spectrum Monitoring,LEO,100,,9/07/2021
NIt (Noorul Islam University Satellite),India,India,India,Technology Development,,LEO,15,,22/06/2017
Nntara Satu,NR,USA,Indonesia,Communications,,GEO,"4,100",,21/02/2019
NOAA-15 (NOAA-K),USA,USA,USA,Earth Observation,Earth Science/Meterology,LEO,"2,223"," 1,500 ",13/05/1998
"NOAA-18 (NOAA-N, COSPAS-SARSAT)",USA,USA,USA,Earth Observation,Meteorology,LEO,"2,223"," 1,500 ",20/05/2005
"NOAA-19 (NOAA-N Prime, COSPAS-SARSAT)",USA,USA,USA,Earth Observation,Meteorology,LEO,"1,420",,6/02/2009
NOAA-20 (JPSS-1),USA,USA,USA,Earth Observation,Meteorology,LEO,"2,294",,18/11/2017
